strategy,model,bench,dataset,task,calls_count_after_dedup,duration_s_total,prompt_tokens_total,completion_tokens_total
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_mbpp_task_id_804_1,1,24.459324836730957,2511,488
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_diffy_res2o_0,48,2562.4789497852325,559575,53284
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_mbpp_task_id_240_3,11,332.1727466583252,53380,6826
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_mbpp_task_id_804_0,1,25.98906135559082,2648,517
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_diffy_brs2_2,59,2343.6917037963867,273229,47462
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_diffy_s42if_3,9,328.2939577102661,43265,6859
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_diffy_sina3_4,20,899.4051594734192,96176,19191
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_diffy_s4lif_4,12,433.16819858551025,43702,9199
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_mbpp_task_id_460_0,65,2591.9139533042908,361261,52471
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_cloverbench_is_prime_2,13,409.6598575115204,55895,8355
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_mbpp_task_id_8_1,1,33.538920164108276,3242,692
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_diffy_s5lif_1,2,78.61364984512329,9145,1636
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_cloverbench_two_sum_1,49,2347.505111694336,182881,48805
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_diffy_sina2_1,9,291.23833441734314,143820,5828
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_diffy_conda_0,1,48.38993167877197,4755,1032
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_diffy_res1o_4,53,2186.8100533485413,421242,44348
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_diffy_s5lif_3,9,299.042555809021,57740,6167
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_mbpp_task_id_8_3,10,389.7492518424988,36626,8117
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_cloverbench_is_prime_0,35,1073.72971701622,129102,21147
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_mbpp_task_id_572_0,56,2232.7438039779663,277316,45115
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_diffy_ms2_1,51,2279.8310961723328,165746,46201
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_mbpp_task_id_460_2,60,2159.7548615932465,544664,42689
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_diffy_s1lif_3,2,82.25308775901794,9376,1750
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_diffy_s12if_4,11,359.52348256111145,57808,7314
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_diffy_condm_0,1,25.67721176147461,3052,517
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_diffy_conda_2,1,35.137834548950195,4069,734
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_diffy_s3if_4,11,377.0703899860382,139388,7675
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_diffy_sina2_3,1,39.111820936203,4608,824
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_cloverbench_two_sum_3,16,579.2668652534485,208243,11555
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_diffy_s5if_1,8,263.2985289096832,43808,5312
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_diffy_ms3_4,43,1544.5608775615692,221502,31118
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_diffy_res2o_3,1,63.9317307472229,7139,1406
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_mbpp_task_id_240_1,10,531.4857301712036,49998,11211
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_mbpp_task_id_576_1,10,534.021776676178,55151,11284
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_diffy_s42if_1,1,38.7965943813324,4449,783
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_mbpp_task_id_70_4,27,819.8882398605347,105308,16173
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_mbpp_task_id_240_0,10,343.2471787929535,52483,7038
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_mbpp_task_id_804_3,17,818.1981689929962,78590,16651
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_diffy_res2o_2,24,1061.3563520908356,168145,21993
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_diffy_brs2_1,27,876.1461048126221,136706,17308
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_mbpp_task_id_576_0,10,520.8963112831116,63757,10030
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_diffy_sina2_2,2,80.56640386581421,8646,1675
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_diffy_conda_3,1,34.125083446502686,4143,695
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_cloverbench_is_prime_1,13,442.24405121803284,55130,8788
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_mbpp_task_id_8_2,20,679.467887878418,131068,13505
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_diffy_s5lif_2,35,1429.1974532604218,776844,27463
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_diffy_condm_1,1,33.12282347679138,3219,663
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_diffy_s1lif_2,1,39.44179320335388,4078,801
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_diffy_brs3_4,23,926.0321118831635,142550,18471
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_diffy_ms2_0,37,1312.4468803405762,256870,25784
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_mbpp_task_id_460_3,32,1305.3755078315735,121774,26086
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_mbpp_task_id_572_1,31,1203.2425282001495,167268,23983
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_mbpp_task_id_741_0,27,757.5995149612427,110987,14489
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_diffy_sina5_4,10,441.6881446838379,35614,9016
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_mbpp_task_id_113_0,1,23.235349893569946,2562,419
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_mbpp_task_id_472_2,10,365.0926716327667,31410,7286
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_diffy_s22if_2,1,39.377243757247925,4100,807
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_cloverbench_array_sum_strong_0,1,28.255505084991455,3382,558
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_mbpp_task_id_230_1,1,34.693341970443726,3267,692
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_cloverbench_cal_div_1,1,19.860459327697754,2112,369
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_diffy_s4if_3,9,273.89534282684326,57920,5257
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_diffy_condg_0,1,43.340219020843506,4430,879
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_cloverbench_array_copy_strong_0,24,948.9336249828339,80701,18340
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_diffy_sina4_1,17,771.1362159252167,110767,15289
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_mbpp_task_id_476_3,20,818.9413621425629,103051,16202
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_cloverbench_array_append_strong_2,1,28.38931679725647,2527,547
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_cloverbench_linear_search2_3,1,27.193809509277344,3017,521
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_diffy_s3lif_0,10,376.3669638633728,31207,7425
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_diffy_ms4_3,10,361.1191940307617,55712,7144
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_diffy_s3lif_1,16,663.5576453208923,106932,12946
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_cloverbench_linear_search2_2,1,26.14606237411499,2385,482
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_mbpp_task_id_798_4,10,373.94210052490234,36802,7162
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_diffy_ms4_2,19,618.2247335910797,119124,11897
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_diffy_sina4_0,12,553.5530898571014,76041,11086
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_cloverbench_array_copy_strong_1,1,27.12153911590576,2491,494
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_cloverbench_array_append_strong_3,1,25.29787039756775,2469,489
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_mbpp_task_id_624_4,1,32.09601020812988,3739,641
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_mbpp_task_id_161_2,11,502.7661328315735,46594,10102
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_cloverbench_cal_div_0,1,24.219088315963745,2066,446
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_mbpp_task_id_230_0,1,36.516836404800415,3391,694
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_cloverbench_array_sum_strong_1,11,390.14264130592346,50717,7643
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_mbpp_task_id_414_2,11,366.1323893070221,45957,7145
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_mbpp_task_id_769_4,6,314.8493423461914,28523,6418
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_mbpp_task_id_741_1,10,289.35976934432983,30487,5557
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_diffy_s2lif_4,1,46.28476691246033,4160,896
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_diffy_s22if_3,9,324.92389965057373,44240,6290
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_mbpp_task_id_113_1,1,26.78975200653076,3030,511
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_cloverbench_array_product_strong_4,1,26.93219017982483,3076,508
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_mbpp_task_id_414_0,1,35.78500699996948,3317,709
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_cloverbench_array_sum_strong_3,8,275.0517346858978,89184,5173
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_diffy_brs4_1,7,246.00925707817078,55600,4748
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_cloverbench_cal_div_2,1,52.121612310409546,2178,431
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_mbpp_task_id_230_2,1,28.424055337905884,3297,546
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_mbpp_task_id_113_3,1,27.720720291137695,2682,510
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_mbpp_task_id_472_1,5,216.25684022903442,14566,4111
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_mbpp_task_id_741_3,2,49.91851568222046,5096,940
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_diffy_brs5_4,4,167.21113801002502,17752,3359
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_diffy_ms4_0,5,145.87116956710815,22052,2763
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_diffy_ms1_4,3,114.41148614883423,9292,2264
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_cloverbench_linear_search2_0,1,22.65503692626953,2583,430
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_diffy_res1_4,2,89.0231523513794,11410,1790
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_mbpp_task_id_476_0,1,38.86670923233032,4056,769
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_mbpp_task_id_161_0,0,0.0,0,0
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_cloverbench_array_append_strong_1,0,0.0,0,0
exverus,ds,obfs,obfuscated-verusbench,additional_obfuscated_verusbench_cloverbench_array_copy_strong_3,0,0.0,0,0
exverus,ds,obfs,obfuscated-verusbench,AVERAGE,16.218934911242602,637.4727145680309,93252.85207100592,13151.686390532544
